config,map,responder,road_damage,location_damage,rescue_duration,run,people_saved,total_people,rescue_rate,vehicles_remaining,vehicle_survival_rate
sweep_0,0,solution.algorithms.Hybrid,0,0,0,3,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.BFS,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.BFS,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.BFS,0,0,0,3,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.Dijkstra,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.Dijkstra,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.Dijkstra,0,0,0,3,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.BidirectionalDijkstra,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.BidirectionalDijkstra,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.BidirectionalDijkstra,0,0,0,3,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.Hybrid,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.Hybrid,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,2,solution.algorithms.Hybrid,0,0,0,3,1000,1000,100.0,20,100.0
sweep_0,4,solution.algorithms.BFS,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,4,solution.algorithms.BFS,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,4,solution.algorithms.BFS,0,0,0,3,1000,1000,100.0,20,100.0
sweep_0,4,solution.algorithms.Dijkstra,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,4,solution.algorithms.Dijkstra,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,4,solution.algorithms.Dijkstra,0,0,0,3,1000,1000,100.0,20,100.0
sweep_0,4,solution.algorithms.BidirectionalDijkstra,0,0,0,1,800,1000,80.0,20,100.0
sweep_0,4,solution.algorithms.BidirectionalDijkstra,0,0,0,2,850,1000,85.0,20,100.0
sweep_0,4,solution.algorithms.BidirectionalDijkstra,0,0,0,3,800,1000,80.0,20,100.0
sweep_0,4,solution.algorithms.Hybrid,0,0,0,1,900,1000,90.0,20,100.0
sweep_0,4,solution.algorithms.Hybrid,0,0,0,2,850,1000,85.0,20,100.0
sweep_0,4,solution.algorithms.Hybrid,0,0,0,3,900,1000,90.0,20,100.0
sweep_0,5,solution.algorithms.BFS,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,5,solution.algorithms.BFS,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,5,solution.algorithms.BFS,0,0,0,3,950,1000,95.0,20,100.0
sweep_0,5,solution.algorithms.Dijkstra,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,5,solution.algorithms.Dijkstra,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,5,solution.algorithms.Dijkstra,0,0,0,3,950,1000,95.0,20,100.0
sweep_0,5,solution.algorithms.BidirectionalDijkstra,0,0,0,1,1000,1000,100.0,20,100.0
sweep_0,5,solution.algorithms.BidirectionalDijkstra,0,0,0,2,1000,1000,100.0,20,100.0
sweep_0,5,solution.algorithms.BidirectionalDijkstra,0,0,0,3,950,950,100.0,20,100.0
sweep_0,5,solution.algorithms.Hybrid,0,0,0,1,950,1000,95.0,20,100.0
sweep_0,5,solution.algorithms.Hybrid,0,0,0,2,900,950,94.7,20,100.0
sweep_0,5,solution.algorithms.Hybrid,0,0,0,3,1000,1000,100.0,20,100.0
sweep_1,0,solution.algorithms.BFS,0.1,0,0,1,850,850,100.0,20,100.0
sweep_1,0,solution.algorithms.BFS,0.1,0,0,2,900,900,100.0,20,100.0
sweep_1,0,solution.algorithms.BFS,0.1,0,0,3,1000,1000,100.0,20,100.0
sweep_1,0,solution.algorithms.Dijkstra,0.1,0,0,1,900,900,100.0,20,100.0
sweep_1,0,solution.algorithms.Dijkstra,0.1,0,0,2,1000,1000,100.0,20,100.0
sweep_1,0,solution.algorithms.Dijkstra,0.1,0,0,3,1000,1000,100.0,20,100.0
sweep_1,0,solution.algorithms.BidirectionalDijkstra,0.1,0,0,1,1000,1000,100.0,20,100.0
sweep_1,0,solution.algorithms.BidirectionalDijkstra,0.1,0,0,2,950,950,100.0,20,100.0
sweep_1,0,solution.algorithms.BidirectionalDijkstra,0.1,0,0,3,950,950,100.0,20,100.0
sweep_1,0,solution.algorithms.Hybrid,0.1,0,0,1,1000,1000,100.0,20,100.0
sweep_1,0,solution.algorithms.Hybrid,0.1,0,0,2,900,900,100.0,20,100.0
sweep_1,0,solution.algorithms.Hybrid,0.1,0,0,3,950,950,100.0,20,100.0
sweep_1,2,solution.algorithms.BFS,0.1,0,0,1,950,1000,95.0,20,100.0
sweep_1,2,solution.algorithms.BFS,0.1,0,0,2,950,1000,95.0,20,100.0
sweep_1,2,solution.algorithms.BFS,0.1,0,0,3,950,1000,95.0,20,100.0
sweep_1,2,solution.algorithms.Dijkstra,0.1,0,0,1,900,1000,90.0,20,100.0
sweep_1,2,solution.algorithms.Dijkstra,0.1,0,0,2,1000,1000,100.0,20,100.0
sweep_1,2,solution.algorithms.Dijkstra,0.1,0,0,3,1000,1000,100.0,20,100.0
sweep_1,2,solution.algorithms.BidirectionalDijkstra,0.1,0,0,1,950,1000,95.0,20,100.0
sweep_1,2,solution.algorithms.BidirectionalDijkstra,0.1,0,0,2,1000,1000,100.0,20,100.0
sweep_1,2,solution.algorithms.BidirectionalDijkstra,0.1,0,0,3,1000,1000,100.0,20,100.0
sweep_1,2,solution.algorithms.Hybrid,0.1,0,0,1,1000,1000,100.0,20,100.0
sweep_1,2,solution.algorithms.Hybrid,0.1,0,0,2,1000,1000,100.0,20,100.0
sweep_1,2,solution.algorithms.Hybrid,0.1,0,0,3,1000,1000,100.0,20,100.0
sweep_1,4,solution.algorithms.BFS,0.1,0,0,1,750,1000,75.0,20,100.0
sweep_1,4,solution.algorithms.BFS,0.1,0,0,2,450,1000,45.0,20,100.0
sweep_1,4,solution.algorithms.BFS,0.1,0,0,3,550,1000,55.0,20,100.0
sweep_1,4,solution.algorithms.Dijkstra,0.1,0,0,1,400,1000,40.0,20,100.0
sweep_1,4,solution.algorithms.Dijkstra,0.1,0,0,2,350,1000,35.0,20,100.0
sweep_1,4,solution.algorithms.Dijkstra,0.1,0,0,3,350,1000,35.0,20,100.0
sweep_1,4,solution.algorithms.BidirectionalDijkstra,0.1,0,0,1,0,1000,0.0,20,100.0
sweep_1,4,solution.algorithms.BidirectionalDijkstra,0.1,0,0,2,0,1000,0.0,20,100.0
sweep_1,4,solution.algorithms.BidirectionalDijkstra,0.1,0,0,3,0,1000,0.0,20,100.0
sweep_1,4,solution.algorithms.Hybrid,0.1,0,0,1,0,1000,0.0,20,100.0
sweep_1,4,solution.algorithms.Hybrid,0.1,0,0,2,0,1000,0.0,20,100.0
sweep_1,4,solution.algorithms.Hybrid,0.1,0,0,3,0,1000,0.0,20,100.0
sweep_1,5,solution.algorithms.BFS,0.1,0,0,1,450,1000,45.0,20,100.0
sweep_1,5,solution.algorithms.BFS,0.1,0,0,2,250,950,26.3,20,100.0
sweep_1,5,solution.algorithms.BFS,0.1,0,0,3,650,1000,65.0,20,100.0
sweep_1,5,solution.algorithms.Dijkstra,0.1,0,0,1,650,1000,65.0,20,100.0
sweep_1,5,solution.algorithms.Dijkstra,0.1,0,0,2,500,1000,50.0,20,100.0
sweep_1,5,solution.algorithms.Dijkstra,0.1,0,0,3,700,1000,70.0,20,100.0
sweep_1,5,solution.algorithms.BidirectionalDijkstra,0.1,0,0,1,400,1000,40.0,20,100.0
sweep_1,5,solution.algorithms.BidirectionalDijkstra,0.1,0,0,2,450,950,47.4,20,100.0
sweep_1,5,solution.algorithms.BidirectionalDijkstra,0.1,0,0,3,400,1000,40.0,20,100.0
sweep_1,5,solution.algorithms.Hybrid,0.1,0,0,1,400,1000,40.0,20,100.0
sweep_1,5,solution.algorithms.Hybrid,0.1,0,0,2,250,1000,25.0,20,100.0
sweep_1,5,solution.algorithms.Hybrid,0.1,0,0,3,600,1000,60.0,20,100.0
sweep_2,0,solution.algorithms.BFS,0.2,0,0,1,1000,1000,100.0,20,100.0
sweep_2,0,solution.algorithms.BFS,0.2,0,0,2,900,900,100.0,20,100.0
sweep_2,0,solution.algorithms.BFS,0.2,0,0,3,1000,1000,100.0,20,100.0
sweep_2,0,solution.algorithms.Dijkstra,0.2,0,0,1,1000,1000,100.0,20,100.0
sweep_2,0,solution.algorithms.Dijkstra,0.2,0,0,2,950,950,100.0,20,100.0
sweep_2,0,solution.algorithms.Dijkstra,0.2,0,0,3,950,950,100.0,20,100.0
sweep_2,0,solution.algorithms.BidirectionalDijkstra,0.2,0,0,1,950,950,100.0,20,100.0
sweep_2,0,solution.algorithms.BidirectionalDijkstra,0.2,0,0,2,950,950,100.0,20,100.0
sweep_2,0,solution.algorithms.BidirectionalDijkstra,0.2,0,0,3,800,800,100.0,20,100.0
sweep_2,0,solution.algorithms.Hybrid,0.2,0,0,1,1000,1000,100.0,20,100.0
sweep_2,0,solution.algorithms.Hybrid,0.2,0,0,2,1000,1000,100.0,20,100.0
sweep_2,0,solution.algorithms.Hybrid,0.2,0,0,3,1000,1000,100.0,20,100.0
sweep_2,2,solution.algorithms.BFS,0.2,0,0,1,700,1000,70.0,20,100.0
sweep_2,2,solution.algorithms.BFS,0.2,0,0,2,700,1000,70.0,20,100.0
sweep_2,2,solution.algorithms.BFS,0.2,0,0,3,700,1000,70.0,20,100.0
sweep_2,2,solution.algorithms.Dijkstra,0.2,0,0,1,700,1000,70.0,20,100.0
sweep_2,2,solution.algorithms.Dijkstra,0.2,0,0,2,600,1000,60.0,20,100.0
sweep_2,2,solution.algorithms.Dijkstra,0.2,0,0,3,800,1000,80.0,20,100.0
sweep_2,2,solution.algorithms.BidirectionalDijkstra,0.2,0,0,1,800,1000,80.0,20,100.0
sweep_2,2,solution.algorithms.BidirectionalDijkstra,0.2,0,0,2,650,1000,65.0,20,100.0
sweep_2,2,solution.algorithms.BidirectionalDijkstra,0.2,0,0,3,700,1000,70.0,20,100.0
sweep_2,2,solution.algorithms.Hybrid,0.2,0,0,1,850,1000,85.0,20,100.0
sweep_2,2,solution.algorithms.Hybrid,0.2,0,0,2,800,950,84.2,20,100.0
sweep_2,2,solution.algorithms.Hybrid,0.2,0,0,3,500,1000,50.0,20,100.0
sweep_2,4,solution.algorithms.BFS,0.2,0,0,1,50,1000,5.0,20,100.0
sweep_2,4,solution.algorithms.BFS,0.2,0,0,2,0,1000,0.0,20,100.0
sweep_2,4,solution.algorithms.BFS,0.2,0,0,3,0,1000,0.0,20,100.0
sweep_2,4,solution.algorithms.Dijkstra,0.2,0,0,1,150,1000,15.0,20,100.0
sweep_2,4,solution.algorithms.Dijkstra,0.2,0,0,2,50,1000,5.0,20,100.0
sweep_2,4,solution.algorithms.Dijkstra,0.2,0,0,3,,,,,
sweep_2,4,solution.algorithms.BidirectionalDijkstra,0.2,0,0,1,0,1000,0.0,20,100.0
sweep_2,4,solution.algorithms.BidirectionalDijkstra,0.2,0,0,2,0,1000,0.0,20,100.0
sweep_2,4,solution.algorithms.BidirectionalDijkstra,0.2,0,0,3,0,1000,0.0,20,100.0
sweep_2,4,solution.algorithms.Hybrid,0.2,0,0,1,50,1000,5.0,20,100.0
sweep_2,4,solution.algorithms.Hybrid,0.2,0,0,2,0,1000,0.0,20,100.0
sweep_2,4,solution.algorithms.Hybrid,0.2,0,0,3,0,1000,0.0,20,100.0
sweep_2,5,solution.algorithms.BFS,0.2,0,0,1,200,1000,20.0,20,100.0
sweep_2,5,solution.algorithms.BFS,0.2,0,0,2,50,1000,5.0,20,100.0
sweep_2,5,solution.algorithms.BFS,0.2,0,0,3,150,1000,15.0,20,100.0
sweep_2,5,solution.algorithms.Dijkstra,0.2,0,0,1,250,1000,25.0,20,100.0
sweep_2,5,solution.algorithms.Dijkstra,0.2,0,0,2,100,950,10.5,20,100.0
sweep_2,5,solution.algorithms.Dijkstra,0.2,0,0,3,250,1000,25.0,20,100.0
sweep_2,5,solution.algorithms.BidirectionalDijkstra,0.2,0,0,1,150,1000,15.0,20,100.0
sweep_2,5,solution.algorithms.BidirectionalDijkstra,0.2,0,0,2,200,1000,20.0,20,100.0
sweep_2,5,solution.algorithms.BidirectionalDijkstra,0.2,0,0,3,150,1000,15.0,20,100.0
sweep_2,5,solution.algorithms.Hybrid,0.2,0,0,1,100,950,10.5,20,100.0
sweep_2,5,solution.algorithms.Hybrid,0.2,0,0,2,100,950,10.5,20,100.0
sweep_2,5,solution.algorithms.Hybrid,0.2,0,0,3,100,1000,10.0,20,100.0
sweep_3,0,solution.algorithms.BFS,0.3,0,0,1,950,950,100.0,20,100.0
sweep_3,0,solution.algorithms.BFS,0.3,0,0,2,950,950,100.0,20,100.0
sweep_3,0,solution.algorithms.BFS,0.3,0,0,3,1000,1000,100.0,20,100.0
sweep_3,0,solution.algorithms.Dijkstra,0.3,0,0,1,950,950,100.0,20,100.0
sweep_3,0,solution.algorithms.Dijkstra,0.3,0,0,2,1000,1000,100.0,20,100.0
sweep_3,0,solution.algorithms.Dijkstra,0.3,0,0,3,1000,1000,100.0,20,100.0
sweep_3,0,solution.algorithms.BidirectionalDijkstra,0.3,0,0,1,950,950,100.0,20,100.0
sweep_3,0,solution.algorithms.BidirectionalDijkstra,0.3,0,0,2,1000,1000,100.0,20,100.0
sweep_3,0,solution.algorithms.BidirectionalDijkstra,0.3,0,0,3,950,950,100.0,20,100.0
sweep_3,0,solution.algorithms.Hybrid,0.3,0,0,1,1000,1000,100.0,20,100.0
sweep_3,0,solution.algorithms.Hybrid,0.3,0,0,2,950,950,100.0,20,100.0
sweep_3,0,solution.algorithms.Hybrid,0.3,0,0,3,1000,1000,100.0,20,100.0
sweep_3,2,solution.algorithms.BFS,0.3,0,0,1,250,1000,25.0,20,100.0
sweep_3,2,solution.algorithms.BFS,0.3,0,0,2,300,1000,30.0,20,100.0
sweep_3,2,solution.algorithms.BFS,0.3,0,0,3,300,1000,30.0,20,100.0
sweep_3,2,solution.algorithms.Dijkstra,0.3,0,0,1,150,1000,15.0,20,100.0
sweep_3,2,solution.algorithms.Dijkstra,0.3,0,0,2,100,1000,10.0,20,100.0
sweep_3,2,solution.algorithms.Dijkstra,0.3,0,0,3,250,1000,25.0,20,100.0
sweep_3,2,solution.algorithms.BidirectionalDijkstra,0.3,0,0,1,450,1000,45.0,20,100.0
sweep_3,2,solution.algorithms.BidirectionalDijkstra,0.3,0,0,2,350,1000,35.0,20,100.0
sweep_3,2,solution.algorithms.BidirectionalDijkstra,0.3,0,0,3,300,1000,30.0,20,100.0
sweep_3,2,solution.algorithms.Hybrid,0.3,0,0,1,250,1000,25.0,20,100.0
sweep_3,2,solution.algorithms.Hybrid,0.3,0,0,2,300,1000,30.0,20,100.0
sweep_3,2,solution.algorithms.Hybrid,0.3,0,0,3,250,1000,25.0,20,100.0
sweep_3,4,solution.algorithms.BFS,0.3,0,0,1,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.BFS,0.3,0,0,2,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.BFS,0.3,0,0,3,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.Dijkstra,0.3,0,0,1,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.Dijkstra,0.3,0,0,2,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.Dijkstra,0.3,0,0,3,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.BidirectionalDijkstra,0.3,0,0,1,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.BidirectionalDijkstra,0.3,0,0,2,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.BidirectionalDijkstra,0.3,0,0,3,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.Hybrid,0.3,0,0,1,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.Hybrid,0.3,0,0,2,0,1000,0.0,20,100.0
sweep_3,4,solution.algorithms.Hybrid,0.3,0,0,3,0,1000,0.0,20,100.0
sweep_3,5,solution.algorithms.BFS,0.3,0,0,1,100,1000,10.0,20,100.0
sweep_3,5,solution.algorithms.BFS,0.3,0,0,2,50,1000,5.0,20,100.0
sweep_3,5,solution.algorithms.BFS,0.3,0,0,3,50,1000,5.0,20,100.0
sweep_3,5,solution.algorithms.Dijkstra,0.3,0,0,1,200,1000,20.0,20,100.0
sweep_3,5,solution.algorithms.Dijkstra,0.3,0,0,2,100,950,10.5,20,100.0
sweep_3,5,solution.algorithms.Dijkstra,0.3,0,0,3,,,,,
sweep_3,5,solution.algorithms.BidirectionalDijkstra,0.3,0,0,1,50,1000,5.0,20,100.0
sweep_3,5,solution.algorithms.BidirectionalDijkstra,0.3,0,0,2,50,1000,5.0,20,100.0
sweep_3,5,solution.algorithms.BidirectionalDijkstra,0.3,0,0,3,150,950,15.8,20,100.0
sweep_3,5,solution.algorithms.Hybrid,0.3,0,0,1,200,1000,20.0,20,100.0
sweep_3,5,solution.algorithms.Hybrid,0.3,0,0,2,100,1000,10.0,20,100.0
sweep_3,5,solution.algorithms.Hybrid,0.3,0,0,3,150,1000,15.0,20,100.0
sweep_4,0,solution.algorithms.BFS,0.4,0,0,1,1000,1000,100.0,20,100.0
sweep_4,0,solution.algorithms.BFS,0.4,0,0,2,1000,1000,100.0,20,100.0
sweep_4,0,solution.algorithms.BFS,0.4,0,0,3,900,900,100.0,20,100.0
sweep_4,0,solution.algorithms.Dijkstra,0.4,0,0,1,1000,1000,100.0,20,100.0
sweep_4,0,solution.algorithms.Dijkstra,0.4,0,0,2,1000,1000,100.0,20,100.0
sweep_4,0,solution.algorithms.Dijkstra,0.4,0,0,3,900,900,100.0,20,100.0
sweep_4,0,solution.algorithms.BidirectionalDijkstra,0.4,0,0,1,950,950,100.0,20,100.0
sweep_4,0,solution.algorithms.BidirectionalDijkstra,0.4,0,0,2,950,950,100.0,20,100.0
sweep_4,0,solution.algorithms.BidirectionalDijkstra,0.4,0,0,3,1000,1000,100.0,20,100.0
sweep_4,0,solution.algorithms.Hybrid,0.4,0,0,1,850,850,100.0,20,100.0
sweep_4,0,solution.algorithms.Hybrid,0.4,0,0,2,1000,1000,100.0,20,100.0
sweep_4,0,solution.algorithms.Hybrid,0.4,0,0,3,950,950,100.0,20,100.0
sweep_4,2,solution.algorithms.BFS,0.4,0,0,1,50,1000,5.0,20,100.0
sweep_4,2,solution.algorithms.BFS,0.4,0,0,2,50,1000,5.0,20,100.0
sweep_4,2,solution.algorithms.BFS,0.4,0,0,3,0,1000,0.0,20,100.0
sweep_4,2,solution.algorithms.Dijkstra,0.4,0,0,1,,,,,
sweep_4,2,solution.algorithms.Dijkstra,0.4,0,0,2,100,1000,10.0,20,100.0
sweep_4,2,solution.algorithms.Dijkstra,0.4,0,0,3,50,1000,5.0,20,100.0
sweep_4,2,solution.algorithms.BidirectionalDijkstra,0.4,0,0,1,0,1000,0.0,20,100.0
sweep_4,2,solution.algorithms.BidirectionalDijkstra,0.4,0,0,2,200,1000,20.0,20,100.0
sweep_4,2,solution.algorithms.BidirectionalDijkstra,0.4,0,0,3,100,1000,10.0,20,100.0
sweep_4,2,solution.algorithms.Hybrid,0.4,0,0,1,100,1000,10.0,20,100.0
sweep_4,2,solution.algorithms.Hybrid,0.4,0,0,2,150,1000,15.0,20,100.0
sweep_4,2,solution.algorithms.Hybrid,0.4,0,0,3,100,1000,10.0,20,100.0
sweep_4,4,solution.algorithms.BFS,0.4,0,0,1,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.BFS,0.4,0,0,2,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.BFS,0.4,0,0,3,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.Dijkstra,0.4,0,0,1,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.Dijkstra,0.4,0,0,2,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.Dijkstra,0.4,0,0,3,,,,,
sweep_4,4,solution.algorithms.BidirectionalDijkstra,0.4,0,0,1,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.BidirectionalDijkstra,0.4,0,0,2,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.BidirectionalDijkstra,0.4,0,0,3,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.Hybrid,0.4,0,0,1,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.Hybrid,0.4,0,0,2,0,1000,0.0,20,100.0
sweep_4,4,solution.algorithms.Hybrid,0.4,0,0,3,0,1000,0.0,20,100.0
sweep_4,5,solution.algorithms.BFS,0.4,0,0,1,300,1000,30.0,20,100.0
sweep_4,5,solution.algorithms.BFS,0.4,0,0,2,0,1000,0.0,20,100.0
sweep_4,5,solution.algorithms.BFS,0.4,0,0,3,150,1000,15.0,20,100.0
sweep_4,5,solution.algorithms.Dijkstra,0.4,0,0,1,,,,,
sweep_4,5,solution.algorithms.Dijkstra,0.4,0,0,2,,,,,
sweep_4,5,solution.algorithms.Dijkstra,0.4,0,0,3,,,,,
sweep_4,5,solution.algorithms.BidirectionalDijkstra,0.4,0,0,1,100,1000,10.0,20,100.0
sweep_4,5,solution.algorithms.BidirectionalDijkstra,0.4,0,0,2,0,950,0.0,20,100.0
sweep_4,5,solution.algorithms.BidirectionalDijkstra,0.4,0,0,3,50,1000,5.0,20,100.0
sweep_4,5,solution.algorithms.Hybrid,0.4,0,0,1,200,950,21.1,20,100.0
sweep_4,5,solution.algorithms.Hybrid,0.4,0,0,2,50,1000,5.0,20,100.0
sweep_4,5,solution.algorithms.Hybrid,0.4,0,0,3,50,1000,5.0,20,100.0
sweep_5,0,solution.algorithms.BFS,0.5,0,0,1,1000,1000,100.0,20,100.0
sweep_5,0,solution.algorithms.BFS,0.5,0,0,2,900,900,100.0,20,100.0
sweep_5,0,solution.algorithms.BFS,0.5,0,0,3,1000,1000,100.0,20,100.0
sweep_5,0,solution.algorithms.Dijkstra,0.5,0,0,1,950,950,100.0,20,100.0
sweep_5,0,solution.algorithms.Dijkstra,0.5,0,0,2,900,900,100.0,20,100.0
sweep_5,0,solution.algorithms.Dijkstra,0.5,0,0,3,950,950,100.0,20,100.0
sweep_5,0,solution.algorithms.BidirectionalDijkstra,0.5,0,0,1,850,850,100.0,20,100.0
sweep_5,0,solution.algorithms.BidirectionalDijkstra,0.5,0,0,2,950,950,100.0,20,100.0
sweep_5,0,solution.algorithms.BidirectionalDijkstra,0.5,0,0,3,950,950,100.0,20,100.0
sweep_5,0,solution.algorithms.Hybrid,0.5,0,0,1,900,900,100.0,20,100.0
sweep_5,0,solution.algorithms.Hybrid,0.5,0,0,2,950,950,100.0,20,100.0
sweep_5,0,solution.algorithms.Hybrid,0.5,0,0,3,900,900,100.0,20,100.0
sweep_5,2,solution.algorithms.BFS,0.5,0,0,1,0,1000,0.0,20,100.0
sweep_5,2,solution.algorithms.BFS,0.5,0,0,2,0,1000,0.0,20,100.0
sweep_5,2,solution.algorithms.BFS,0.5,0,0,3,0,1000,0.0,20,100.0
sweep_5,2,solution.algorithms.Dijkstra,0.5,0,0,1,,,,,
sweep_5,2,solution.algorithms.Dijkstra,0.5,0,0,2,,,,,
sweep_5,2,solution.algorithms.Dijkstra,0.5,0,0,3,,,,,
sweep_5,2,solution.algorithms.BidirectionalDijkstra,0.5,0,0,1,50,1000,5.0,20,100.0
sweep_5,2,solution.algorithms.BidirectionalDijkstra,0.5,0,0,2,50,1000,5.0,20,100.0
sweep_5,2,solution.algorithms.BidirectionalDijkstra,0.5,0,0,3,0,1000,0.0,20,100.0
sweep_5,2,solution.algorithms.Hybrid,0.5,0,0,1,50,1000,5.0,20,100.0
sweep_5,2,solution.algorithms.Hybrid,0.5,0,0,2,50,1000,5.0,20,100.0
sweep_5,2,solution.algorithms.Hybrid,0.5,0,0,3,50,1000,5.0,20,100.0
sweep_5,4,solution.algorithms.BFS,0.5,0,0,1,0,1000,0.0,20,100.0
sweep_5,4,solution.algorithms.BFS,0.5,0,0,2,0,1000,0.0,20,100.0
sweep_5,4,solution.algorithms.BFS,0.5,0,0,3,0,1000,0.0,20,100.0
sweep_5,4,solution.algorithms.Dijkstra,0.5,0,0,1,,,,,
sweep_5,4,solution.algorithms.Dijkstra,0.5,0,0,2,,,,,
sweep_5,4,solution.algorithms.Dijkstra,0.5,0,0,3,,,,,
sweep_5,4,solution.algorithms.BidirectionalDijkstra,0.5,0,0,1,0,1000,0.0,20,100.0
sweep_5,4,solution.algorithms.BidirectionalDijkstra,0.5,0,0,2,,,,,
sweep_5,4,solution.algorithms.BidirectionalDijkstra,0.5,0,0,3,,,,,
sweep_5,4,solution.algorithms.Hybrid,0.5,0,0,1,,,,,
sweep_5,4,solution.algorithms.Hybrid,0.5,0,0,2,,,,,
sweep_5,4,solution.algorithms.Hybrid,0.5,0,0,3,,,,,
sweep_5,5,solution.algorithms.BFS,0.5,0,0,1,50,1000,5.0,20,100.0
sweep_5,5,solution.algorithms.BFS,0.5,0,0,2,150,1000,15.0,20,100.0
sweep_5,5,solution.algorithms.BFS,0.5,0,0,3,50,950,5.3,20,100.0
sweep_5,5,solution.algorithms.Dijkstra,0.5,0,0,1,,,,,
sweep_5,5,solution.algorithms.Dijkstra,0.5,0,0,2,,,,,
sweep_5,5,solution.algorithms.Dijkstra,0.5,0,0,3,,,,,
sweep_5,5,solution.algorithms.BidirectionalDijkstra,0.5,0,0,1,0,1000,0.0,20,100.0
sweep_5,5,solution.algorithms.BidirectionalDijkstra,0.5,0,0,2,50,1000,5.0,20,100.0
sweep_5,5,solution.algorithms.BidirectionalDijkstra,0.5,0,0,3,100,1000,10.0,20,100.0
sweep_5,5,solution.algorithms.Hybrid,0.5,0,0,1,100,1000,10.0,20,100.0
sweep_5,5,solution.algorithms.Hybrid,0.5,0,0,2,0,1000,0.0,20,100.0
sweep_5,5,solution.algorithms.Hybrid,0.5,0,0,3,50,1000,5.0,20,100.0
